frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
58,M42317.tif:3423-3494,33750,172.052,43,217,3382,3348,225,150,253.885,169.257,0,0.754,1.5,0.667,1
59,M42317.tif:3667-3477,9798,167.73,57,216,3442,3598,71,138,155.716,80.115,90,0.705,1.944,0.514,1
60,M42317.tif:3534-3224,27608,176.371,41,226,3165,3418,119,232,261.784,134.277,90,0.704,1.95,0.513,1
61,M42317.tif:3351-3087,15048,129.567,31,203,3021,3294,132,114,148.946,128.635,0,0.781,1.158,0.864,1
62,M42317.tif:3722-3014,23864,161.986,42,220,2938,3644,152,157,177.156,171.514,90,0.785,1.033,0.968,1
63,M42317.tif:3491-2841,19080,136.986,33,212,2762,3431,159,120,179.412,135.406,0,0.77,1.325,0.755,1
64,M42317.tif:3405-2915,43516,118.99,22,213,2789,3319,253,172,285.48,194.081,0,0.757,1.471,0.68,1
65,M42317.tif:3474-3030,9240,135.361,26,207,2975,3432,110,84,124.122,94.784,0,0.771,1.31,0.764,1
66,M42317.tif:3692-2748,24382,159.552,41,214,2675,3609,146,167,188.439,164.743,90,0.782,1.144,0.874,1
67,M42317.tif:3385-2501,66516,165.525,23,217,2363,3265,276,241,311.433,271.939,0,0.782,1.145,0.873,1
68,M42317.tif:3695-2552,16588,179.26,51,220,2494,3624,116,143,161.358,130.892,90,0.777,1.233,0.811,1
69,M42317.tif:3670-2332,25380,155.723,35,213,2242,3600,180,141,203.108,159.101,0,0.774,1.277,0.783,1
70,M42317.tif:3372-2222,29540,146.633,23,210,2152,3267,140,211,238.088,157.973,90,0.753,1.507,0.664,1
71,M42317.tif:3645-2112,8160,160.602,50,211,2072,3594,80,102,115.095,90.27,90,0.774,1.275,0.784,1
72,M42317.tif:3366-2000,16029,162.086,43,216,1942,3298,117,137,154.588,132.02,90,0.781,1.171,0.854,1
73,M42317.tif:3399-1832,26928,162.684,33,215,1764,3300,136,198,223.419,153.46,90,0.758,1.456,0.687,1
74,M42317.tif:3622-1930,31584,154.339,27,213,1860,3510,141,224,252.757,159.101,90,0.745,1.589,0.629,1
75,M42317.tif:3648-1705,32550,154.98,53,207,1612,3561,186,175,209.879,197.466,0,0.785,1.063,0.941,1
76,M42317.tif:3795-1745,6042,160.462,59,204,1692,3767,106,57,119.608,64.318,0,0.714,1.86,0.538,1
77,M42317.tif:3392-1673,17199,158.972,43,207,1615,3319,117,147,165.872,132.02,90,0.775,1.256,0.796,1
78,M42317.tif:3381-1447,34933,159.994,24,213,1351,3291,193,181,217.777,204.237,0,0.785,1.066,0.938,1
79,M42317.tif:3547-1341,9951,141.513,42,206,1288,3501,107,93,120.737,104.939,0,0.782,1.151,0.869,1
80,M42317.tif:3677-1432,42662,130.278,27,208,1349,3549,166,257,289.993,187.311,90,0.749,1.548,0.646,1
81,M42317.tif:3368-1154,38416,144.928,40,215,1056,3270,196,196,221.162,221.162,0,0.785,1,1,1
82,M42317.tif:3687-1057,98595,159.289,15,218,901,3530,313,315,355.439,353.183,90,0.785,1.006,0.994,1
83,M42317.tif:4099-3210,181602,175.412,8,242,2679,4014,1062,171,1198.339,192.953,0,0.375,6.211,0.161,1
