frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
30,M43288.tif:4115-1385,7884,206.325,124,235,1358,4042,54,146,164.743,60.932,90,0.619,2.704,0.370,1.000
31,M43288.tif:4065-1557,22428,199.041,85,237,1494,3976,126,178,200.851,142.176,90,0.762,1.413,0.708,1.000
32,M43288.tif:4088-1698,16464,192.816,77,237,1656,3990,84,196,221.162,94.784,90,0.660,2.333,0.429,1.000
33,M43288.tif:4072-1839,9800,195.259,86,238,1790,4022,98,100,112.838,110.581,90,0.785,1.020,0.980,1.000
34,M43288.tif:4044-2039,43608,198.443,97,238,1960,3906,158,276,311.433,178.284,90,0.727,1.747,0.572,1.000
35,M43288.tif:4084-2208,22304,200.666,100,239,2140,4002,136,164,185.054,153.460,90,0.779,1.206,0.829,1.000
36,M43288.tif:4096-2351,6552,203.725,127,236,2312,4054,78,84,94.784,88.014,90,0.784,1.077,0.929,1.000
37,M43288.tif:4025-2503,32092,196.918,100,241,2432,3912,142,226,255.014,160.230,90,0.744,1.592,0.628,1.000
38,M43288.tif:4051-2726,38000,200.302,75,239,2626,3956,200,190,225.676,214.392,0,0.785,1.053,0.950,1.000
39,M43288.tif:4090-2943,24888,194.840,83,236,2882,3988,122,204,230.189,137.662,90,0.736,1.672,0.598,1.000
40,M43288.tif:4073-3071,13908,202.438,101,238,3014,4012,114,122,137.662,128.635,90,0.784,1.070,0.934,1.000
41,M43288.tif:4015-3274,24440,198.581,94,238,3180,3950,188,130,212.135,146.689,0,0.759,1.446,0.691,1.000
42,M43288.tif:4113-3511,31668,203.025,80,239,3424,4022,174,182,205.365,196.338,90,0.785,1.046,0.956,1.000
43,M43288.tif:4095-3767,18012,195.276,82,235,3710,4016,114,158,178.284,128.635,90,0.765,1.386,0.722,1.000
44,M43288.tif:4589-3792,46200,201.608,93,240,3722,4424,140,330,372.365,157.973,90,0.657,2.357,0.424,1.000
45,M43288.tif:4580-3404,155040,199.099,78,247,3234,4352,340,456,514.541,383.649,90,0.769,1.341,0.746,1.000
46,M43288.tif:4574-3023,133096,203.126,80,243,2896,4312,254,524,591.271,286.608,90,0.691,2.063,0.485,1.000
47,M43288.tif:4448-2703,35360,201.151,95,241,2618,4344,170,208,234.703,191.824,90,0.777,1.224,0.817,1.000
48,M43288.tif:4415-2455,52788,202.143,87,242,2372,4256,166,318,358.825,187.311,90,0.708,1.916,0.522,1.000
49,M43288.tif:4421-2131,69628,198.021,91,238,1962,4318,338,206,381.392,232.446,0,0.739,1.641,0.609,1.000
50,M43288.tif:4407-1808,34040,193.787,78,239,1734,4292,148,230,259.527,167.000,90,0.748,1.554,0.643,1.000
51,M43288.tif:4368-1619,25544,189.887,72,241,1516,4306,206,124,232.446,139.919,0,0.737,1.661,0.602,1.000
52,M43288.tif:4440-1288,21280,197.782,100,230,1148,4402,280,76,315.946,85.757,0,0.527,3.684,0.271,1.000
53,M43288.tif:4433-0760,36096,194.571,80,238,696,4292,128,282,318.203,144.433,90,0.675,2.203,0.454,1.000
54,M43288.tif:4712-0566,35840,190.976,78,239,486,4600,160,224,252.757,180.541,90,0.764,1.400,0.714,1.000
55,M43288.tif:4721-0870,57040,193.416,75,235,746,4606,248,230,279.838,259.527,0,0.784,1.078,0.927,1.000
56,M43288.tif:4717-1196,38808,188.264,30,237,1098,4618,196,198,223.419,221.162,90,0.785,1.010,0.990,1.000
57,M43288.tif:4747-1587,39204,191.210,78,237,1488,4648,198,198,223.419,223.419,0,0.785,1.000,1.000,1.000
58,M43288.tif:4769-1834,39072,191.521,73,241,1746,4658,176,222,250.500,198.595,90,0.775,1.261,0.793,1.000
59,M43288.tif:4761-2156,40640,192.314,78,238,2076,4634,160,254,286.608,180.541,90,0.745,1.587,0.630,1.000
60,M43288.tif:4781-2426,28080,194.369,86,239,2318,4716,216,130,243.730,146.689,0,0.737,1.662,0.602,1.000
61,M43288.tif:4801-2711,38180,194.150,88,237,2628,4686,166,230,259.527,187.311,90,0.765,1.386,0.722,1.000
62,M43288.tif:5086-2070,29760,195.358,85,238,2010,4962,120,248,279.838,135.406,90,0.690,2.067,0.484,1.000
63,M43288.tif:5150-2363,36920,198.095,89,240,2298,5008,130,284,320.460,146.689,90,0.677,2.185,0.458,1.000
64,M43288.tif:5178-2609,38448,201.826,111,238,2520,5070,178,216,243.730,200.851,90,0.778,1.213,0.824,1.000
65,M43288.tif:5182-2947,38056,198.845,91,235,2880,5040,134,284,320.460,151.203,90,0.684,2.119,0.472,1.000
66,M43288.tif:5182-3225,42976,201.012,96,238,3146,5046,158,272,306.919,178.284,90,0.730,1.722,0.581,1.000
67,M43288.tif:5102-3503,30912,199.720,93,237,3434,4990,138,224,252.757,155.716,90,0.741,1.623,0.616,1.000
68,M43288.tif:5153-3792,60896,202.812,83,238,3704,4980,176,346,390.419,198.595,90,0.702,1.966,0.509,1.000
69,M43288.tif:5510-2400,162240,179.308,48,237,1880,5432,1040,156,1173.514,176.027,0,0.356,6.667,0.150,1.000
