frag_id,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
68,M43663.tif:4318-2173,10191,166.314,64,217,2134,4254,79,129,145.561,89.142,90,0.740,1.633,0.612,1.000
69,M43663.tif:4342-2697,9701,195.433,84,231,2653,4288,89,109,122.993,100.426,90,0.777,1.225,0.817,1.000
70,M43663.tif:4348-3040,4615,190.894,93,229,3008,4313,65,71,80.115,73.345,90,0.784,1.092,0.915,1.000
71,M43663.tif:4299-3369,10044,191.181,80,222,3329,4237,81,124,139.919,91.399,90,0.751,1.531,0.653,1.000
72,M43663.tif:4237-3694,8160,191.637,74,225,3652,4189,85,96,108.324,95.912,90,0.782,1.129,0.885,1.000
73,M43663.tif:4682-3693,14276,181.051,70,228,3650,4599,86,166,187.311,97.041,90,0.706,1.930,0.518,1.000
74,M43663.tif:4691-3405,26289,165.195,57,220,3302,4628,207,127,233.574,143.304,0,0.740,1.630,0.614,1.000
75,M43663.tif:4713-3006,24892,179.751,60,220,2908,4650,196,127,221.162,143.304,0,0.750,1.543,0.648,1.000
76,M43663.tif:4719-2716,15456,146.571,49,216,2660,4650,112,138,155.716,126.378,90,0.777,1.232,0.812,1.000
77,M43663.tif:4594-2433,8064,178.953,63,225,2377,4558,112,72,126.378,81.243,0,0.748,1.556,0.643,1.000
78,M43663.tif:4761-2368,22278,128.924,42,212,2289,4691,158,141,178.284,159.101,0,0.783,1.121,0.892,1.000
79,M43663.tif:4511-2306,3990,164.163,73,218,2278,4476,57,70,78.987,64.318,90,0.777,1.228,0.814,1.000
80,M43663.tif:4753-2073,49410,154.805,54,219,1938,4662,270,183,304.662,206.493,0,0.756,1.475,0.678,1.000
81,M43663.tif:4767-1713,64350,150.574,45,220,1570,4655,286,225,322.716,253.885,0,0.774,1.271,0.787,1.000
82,M43663.tif:4802-1304,45156,141.138,38,225,1198,4696,212,213,240.345,239.216,90,0.785,1.005,0.995,1.000
83,M43663.tif:4816-0922,27604,183.348,64,222,855,4713,134,206,232.446,151.203,90,0.750,1.537,0.650,1.000
84,M43663.tif:5362-0955,10620,117.720,44,209,896,5317,118,90,133.149,101.554,0,0.771,1.311,0.763,1.000
85,M43663.tif:5364-1083,14025,112.061,39,217,1001,5322,165,85,186.183,95.912,0,0.705,1.941,0.515,1.000
86,M43663.tif:5334-1325,12800,123.412,44,212,1245,5294,160,80,180.541,90.270,0,0.698,2.000,0.500,1.000
87,M43663.tif:5420-1347,3417,171.576,78,218,1322,5387,51,67,75.601,57.547,90,0.771,1.314,0.761,1.000
88,M43663.tif:5340-1663,8184,148.435,53,218,1617,5296,93,88,104.939,99.297,0,0.785,1.057,0.946,1.000
89,M43663.tif:5314-1936,15264,175.889,15,218,1864,5261,144,106,162.487,119.608,0,0.767,1.358,0.736,1.000
90,M43663.tif:5306-2206,13818,179.246,63,229,2136,5257,141,98,159.101,110.581,0,0.760,1.439,0.695,1.000
91,M43663.tif:4929-2794,2106,175.901,76,218,2767,4910,54,39,60.932,44.007,0,0.765,1.385,0.722,1.000
92,M43663.tif:5266-2532,31752,198.665,81,225,2459,5158,147,216,243.730,165.872,90,0.757,1.469,0.681,1.000
93,M43663.tif:5252-2897,61560,178.093,61,231,2695,5176,405,152,456.994,171.514,0,0.623,2.664,0.375,1.000
94,M43663.tif:5211-3249,59514,159.102,53,227,3140,5075,218,273,308.048,245.987,90,0.776,1.252,0.799,1.000
95,M43663.tif:5231-3566,89252,160.769,45,224,3356,5125,421,212,475.048,239.216,0,0.700,1.986,0.504,1.000
96,M43663.tif:5585-2627,199296,192.395,43,245,2108,5489,1038,192,1171.258,216.649,0,0.414,5.406,0.185,1.000
